SampleID	SubjectID	GDColl	type
ERR3019336	Bgsng8161	180	2
ERR3019393	Bgsng8168	180	2
ERR3019451	Bgsng8169	180	2
ERR3019505	Bgsng8178	180	2
ERR3019560	Bgsng8224	180	2
ERR3019615	Bgsng8233	180	2
ERR3019670	Bgsng8234	180	2
ERR3019720	Bgsng8241	180	2
ERR3019777	Bgsng8245	180	2
ERR3019830	Bgsng8248	180	2
ERR3019882	Bgsng8260	180	2
ERR3019982	Bgsng8270	180	2
ERR3017732	Bgsng7018	210	2
ERR3017784	Bgsng7035	210	2
ERR3017840	Bgsng7052	210	2
ERR3017893	Bgsng7063	210	2
ERR3017943	Bgsng7071	210	2
ERR3017979	Bgsng7082	210	2
ERR3018030	Bgsng7090	210	2
ERR3018085	Bgsng7096	210	2
ERR3018193	Bgsng7114	210	2
ERR3018244	Bgsng7115	210	2
ERR3018300	Bgsng7128	210	2
ERR3018356	Bgsng7131	210	2
ERR3018408	Bgsng7142	210	2
ERR3018462	Bgsng7149	210	2
ERR3018505	Bgsng7150	210	3
ERR3018563	Bgsng7155	210	2
ERR3018622	Bgsng7173	210	2
ERR3018674	Bgsng7177	210	2
ERR3018733	Bgsng7178	210	2
ERR3018788	Bgsng7192	210	2
ERR3018846	Bgsng7202	210	2
ERR3018905	Bgsng7204	210	2
ERR3019031	Bgsng8033	210	1
ERR3019134	Bgsng8064	210	2
ERR3019255	Bgsng8145	210	2
ERR3019337	Bgsng8161	210	2
ERR3019394	Bgsng8168	210	2
ERR3019452	Bgsng8169	210	2
ERR3019506	Bgsng8178	210	2
ERR3019561	Bgsng8224	210	2
ERR3019616	Bgsng8233	210	2
ERR3019671	Bgsng8234	210	2
ERR3019721	Bgsng8241	210	2
ERR3019778	Bgsng8245	210	2
ERR3019831	Bgsng8248	210	1
ERR3019883	Bgsng8260	210	2
ERR3019983	Bgsng8270	210	2
ERR3017733	Bgsng7018	240	2
ERR3017785	Bgsng7035	240	2
ERR3017841	Bgsng7052	240	2
ERR3017894	Bgsng7063	240	2
ERR3017980	Bgsng7082	240	1
ERR3018031	Bgsng7090	240	2
ERR3018086	Bgsng7096	240	2
ERR3018194	Bgsng7114	240	2
ERR3018245	Bgsng7115	240	2
ERR3018301	Bgsng7128	240	2
ERR3018357	Bgsng7131	240	2
ERR3018409	Bgsng7142	240	2
ERR3018463	Bgsng7149	240	2
ERR3018506	Bgsng7150	240	2
ERR3018564	Bgsng7155	240	2
ERR3018623	Bgsng7173	240	2
ERR3018675	Bgsng7177	240	1
ERR3018734	Bgsng7178	240	2
ERR3018789	Bgsng7192	240	2
ERR3018847	Bgsng7202	240	2
ERR3018906	Bgsng7204	240	1
ERR3019032	Bgsng8033	240	1
ERR3019075	Bgsng8048	240	1
ERR3019135	Bgsng8064	240	2
ERR3019256	Bgsng8145	240	1
ERR3019338	Bgsng8161	240	2
ERR3019395	Bgsng8168	240	2
ERR3019453	Bgsng8169	240	2
ERR3019507	Bgsng8178	240	2
ERR3019617	Bgsng8233	240	2
ERR3019722	Bgsng8241	240	1
ERR3019779	Bgsng8245	240	2
ERR3019832	Bgsng8248	240	2
ERR3019884	Bgsng8260	240	2
ERR3019984	Bgsng8270	240	2
ERR3017734	Bgsng7018	270	2
ERR3017786	Bgsng7035	270	2
ERR3017842	Bgsng7052	270	2
ERR3017944	Bgsng7071	270	2
ERR3017981	Bgsng7082	270	2
ERR3018032	Bgsng7090	270	2
ERR3018087	Bgsng7096	270	2
ERR3018141	Bgsng7106	270	2
ERR3018246	Bgsng7115	270	2
ERR3018302	Bgsng7128	270	2
ERR3018358	Bgsng7131	270	2
ERR3018410	Bgsng7142	270	2
ERR3018464	Bgsng7149	270	2
ERR3018507	Bgsng7150	270	2
ERR3018565	Bgsng7155	270	2
ERR3018624	Bgsng7173	270	2
ERR3018676	Bgsng7177	270	2
ERR3018735	Bgsng7178	270	2
ERR3018790	Bgsng7192	270	2
ERR3018848	Bgsng7202	270	2
ERR3018907	Bgsng7204	270	2
ERR3018987	Bgsng8031	270	2
ERR3019033	Bgsng8033	270	1
ERR3019076	Bgsng8048	270	1
ERR3019136	Bgsng8064	270	2
ERR3019257	Bgsng8145	270	2
ERR3019339	Bgsng8161	270	2
ERR3019396	Bgsng8168	270	2
ERR3019454	Bgsng8169	270	2
ERR3019508	Bgsng8178	270	2
ERR3019562	Bgsng8224	270	2
ERR3019618	Bgsng8233	270	1
ERR3019672	Bgsng8234	270	2
ERR3019723	Bgsng8241	270	2
ERR3019780	Bgsng8245	270	2
ERR3019833	Bgsng8248	270	2
ERR3019885	Bgsng8260	270	2
ERR3017699	Bgsng7018	300	2
ERR3017735	Bgsng7035	300	2
ERR3017787	Bgsng7052	300	2
ERR3017843	Bgsng7063	300	2
ERR3017895	Bgsng7071	300	2
ERR3017945	Bgsng7082	300	2
ERR3017982	Bgsng7090	300	2
ERR3018033	Bgsng7096	300	1
ERR3018088	Bgsng7106	300	2
ERR3018142	Bgsng7114	300	2
ERR3018195	Bgsng7115	300	2
ERR3018247	Bgsng7128	300	2
ERR3018303	Bgsng7131	300	2
ERR3018411	Bgsng7149	300	2
ERR3018465	Bgsng7150	300	2
ERR3018508	Bgsng7155	300	2
ERR3018566	Bgsng7173	300	2
ERR3018677	Bgsng7178	300	2
ERR3018736	Bgsng7192	300	2
ERR3018791	Bgsng7202	300	2
ERR3018849	Bgsng7204	300	1
ERR3018988	Bgsng8033	300	2
ERR3019034	Bgsng8048	300	2
ERR3019101	Bgsng8064	300	2
ERR3019283	Bgsng8161	300	2
ERR3019340	Bgsng8168	300	2
ERR3019397	Bgsng8169	300	2
ERR3019455	Bgsng8178	300	2
ERR3019509	Bgsng8224	300	2
ERR3019563	Bgsng8233	300	1
ERR3019619	Bgsng8234	300	2
ERR3019673	Bgsng8241	300	2
ERR3019724	Bgsng8245	300	2
ERR3019781	Bgsng8248	300	2
ERR3019933	Bgsng8270	300	2
ERR3017700	Bgsng7018	330	2
ERR3017736	Bgsng7035	330	2
ERR3017788	Bgsng7052	330	2
ERR3017844	Bgsng7063	330	2
ERR3017946	Bgsng7082	330	2
ERR3017983	Bgsng7090	330	2
ERR3018034	Bgsng7096	330	2
ERR3018089	Bgsng7106	330	2
ERR3018143	Bgsng7114	330	2
ERR3018196	Bgsng7115	330	2
ERR3018248	Bgsng7128	330	2
ERR3018304	Bgsng7131	330	2
ERR3018359	Bgsng7142	330	2
ERR3018412	Bgsng7149	330	1
ERR3018466	Bgsng7150	330	2
ERR3018509	Bgsng7155	330	2
ERR3018567	Bgsng7173	330	2
ERR3018625	Bgsng7177	330	2
ERR3018678	Bgsng7178	330	2
ERR3018737	Bgsng7192	330	2
ERR3018792	Bgsng7202	330	2
ERR3018850	Bgsng7204	330	2
ERR3018933	Bgsng8031	330	2
ERR3019035	Bgsng8048	330	2
ERR3019102	Bgsng8064	330	2
ERR3019203	Bgsng8145	330	2
ERR3019284	Bgsng8161	330	2
ERR3019341	Bgsng8168	330	2
ERR3019398	Bgsng8169	330	2
ERR3019456	Bgsng8178	330	2
ERR3019510	Bgsng8224	330	2
ERR3019564	Bgsng8233	330	2
ERR3019620	Bgsng8234	330	2
ERR3019674	Bgsng8241	330	2
ERR3019725	Bgsng8245	330	2
ERR3019782	Bgsng8248	330	2
ERR3019834	Bgsng8260	330	2
ERR3019934	Bgsng8270	330	2
ERR3017701	Bgsng7018	360	2
ERR3017737	Bgsng7035	360	2
ERR3017789	Bgsng7052	360	2
ERR3017845	Bgsng7063	360	2
ERR3017896	Bgsng7071	360	2
ERR3017947	Bgsng7082	360	1
ERR3017984	Bgsng7090	360	2
ERR3018035	Bgsng7096	360	2
ERR3018090	Bgsng7106	360	2
ERR3018144	Bgsng7114	360	2
ERR3018197	Bgsng7115	360	2
ERR3018249	Bgsng7128	360	2
ERR3018305	Bgsng7131	360	2
ERR3018360	Bgsng7142	360	2
ERR3018413	Bgsng7149	360	2
ERR3018467	Bgsng7150	360	2
ERR3018510	Bgsng7155	360	2
ERR3018568	Bgsng7173	360	2
ERR3018626	Bgsng7177	360	2
ERR3018679	Bgsng7178	360	2
ERR3018738	Bgsng7192	360	2
ERR3018793	Bgsng7202	360	2
ERR3018851	Bgsng7204	360	2
ERR3018934	Bgsng8031	360	2
ERR3019103	Bgsng8064	360	2
ERR3019204	Bgsng8145	360	2
ERR3019285	Bgsng8161	360	2
ERR3019342	Bgsng8168	360	2
ERR3019399	Bgsng8169	360	2
ERR3019457	Bgsng8178	360	2
ERR3019511	Bgsng8224	360	2
ERR3019565	Bgsng8233	360	2
ERR3019621	Bgsng8234	360	2
ERR3019726	Bgsng8245	360	2
ERR3019783	Bgsng8248	360	2
ERR3019935	Bgsng8270	360	2
ERR3017702	Bgsng7018	390	2
ERR3017738	Bgsng7035	390	2
ERR3017985	Bgsng7090	390	2
ERR3018036	Bgsng7096	390	2
ERR3018145	Bgsng7114	390	4
ERR3018198	Bgsng7115	390	2
ERR3018250	Bgsng7128	390	2
ERR3018306	Bgsng7131	390	4
ERR3018361	Bgsng7142	390	2
ERR3018414	Bgsng7149	390	2
ERR3018468	Bgsng7150	390	2
ERR3018511	Bgsng7155	390	2
ERR3018569	Bgsng7173	390	2
ERR3018627	Bgsng7177	390	2
ERR3018680	Bgsng7178	390	2
ERR3018739	Bgsng7192	390	2
ERR3018794	Bgsng7202	390	2
ERR3018852	Bgsng7204	390	2
ERR3018935	Bgsng8031	390	2
ERR3018989	Bgsng8033	390	2
ERR3019036	Bgsng8048	390	2
ERR3019104	Bgsng8064	390	2
ERR3019161	Bgsng8119	390	2
ERR3019205	Bgsng8145	390	2
ERR3019286	Bgsng8161	390	2
ERR3019343	Bgsng8168	390	2
ERR3019400	Bgsng8169	390	2
ERR3019458	Bgsng8178	390	2
ERR3019566	Bgsng8233	390	2
ERR3019622	Bgsng8234	390	2
ERR3019727	Bgsng8245	390	2
ERR3019784	Bgsng8248	390	2
ERR3019835	Bgsng8260	390	2
ERR3019936	Bgsng8270	390	2
ERR3017703	Bgsng7018	420	2
ERR3017739	Bgsng7035	420	2
ERR3017790	Bgsng7052	420	2
ERR3017897	Bgsng7071	420	2
ERR3017986	Bgsng7090	420	2
ERR3018037	Bgsng7096	420	2
ERR3018091	Bgsng7106	420	2
ERR3018199	Bgsng7115	420	3
ERR3018251	Bgsng7128	420	2
ERR3018362	Bgsng7142	420	2
ERR3018415	Bgsng7149	420	2
ERR3018469	Bgsng7150	420	2
ERR3018512	Bgsng7155	420	2
ERR3018570	Bgsng7173	420	4
ERR3018628	Bgsng7177	420	2
ERR3018681	Bgsng7178	420	2
ERR3018740	Bgsng7192	420	2
ERR3018795	Bgsng7202	420	2
ERR3018853	Bgsng7204	420	2
ERR3018990	Bgsng8033	420	2
ERR3019037	Bgsng8048	420	2
ERR3019105	Bgsng8064	420	2
ERR3019162	Bgsng8119	420	2
ERR3019206	Bgsng8145	420	2
ERR3019287	Bgsng8161	420	2
ERR3019344	Bgsng8168	420	2
ERR3019401	Bgsng8169	420	2
ERR3019459	Bgsng8178	420	2
ERR3019512	Bgsng8224	420	2
ERR3019567	Bgsng8233	420	2
ERR3019623	Bgsng8234	420	2
ERR3019675	Bgsng8241	420	2
ERR3019728	Bgsng8245	420	2
ERR3019785	Bgsng8248	420	2
ERR3019836	Bgsng8260	420	2
ERR3019937	Bgsng8270	420	2
ERR3017704	Bgsng7018	450	2
ERR3017740	Bgsng7035	450	2
ERR3017791	Bgsng7052	450	2
ERR3017846	Bgsng7063	450	2
ERR3017898	Bgsng7071	450	2
ERR3017948	Bgsng7082	450	2
ERR3017987	Bgsng7090	450	2
ERR3018038	Bgsng7096	450	2
ERR3018200	Bgsng7115	450	2
ERR3018307	Bgsng7131	450	2
ERR3018363	Bgsng7142	450	2
ERR3018416	Bgsng7149	450	2
ERR3018470	Bgsng7150	450	2
ERR3018513	Bgsng7155	450	2
ERR3018571	Bgsng7173	450	2
ERR3018629	Bgsng7177	450	2
ERR3018682	Bgsng7178	450	2
ERR3018741	Bgsng7192	450	2
ERR3018796	Bgsng7202	450	2
ERR3018854	Bgsng7204	450	2
ERR3018936	Bgsng8031	450	2
ERR3018991	Bgsng8033	450	2
ERR3019038	Bgsng8048	450	2
ERR3019106	Bgsng8064	450	2
ERR3019163	Bgsng8119	450	2
ERR3019207	Bgsng8145	450	2
ERR3019288	Bgsng8161	450	2
ERR3019402	Bgsng8169	450	2
ERR3019460	Bgsng8178	450	2
ERR3019513	Bgsng8224	450	2
ERR3019568	Bgsng8233	450	2
ERR3019624	Bgsng8234	450	2
ERR3019676	Bgsng8241	450	2
ERR3019729	Bgsng8245	450	2
ERR3019786	Bgsng8248	450	2
ERR3019837	Bgsng8260	450	2
ERR3019938	Bgsng8270	450	2
ERR3017705	Bgsng7018	480	2
ERR3017741	Bgsng7035	480	2
ERR3017792	Bgsng7052	480	2
ERR3017847	Bgsng7063	480	2
ERR3017899	Bgsng7071	480	2
ERR3017988	Bgsng7090	480	2
ERR3018039	Bgsng7096	480	2
ERR3018092	Bgsng7106	480	2
ERR3018146	Bgsng7114	480	2
ERR3018201	Bgsng7115	480	2
ERR3018252	Bgsng7128	480	2
ERR3018308	Bgsng7131	480	2
ERR3018364	Bgsng7142	480	4
ERR3018417	Bgsng7149	480	2
ERR3018514	Bgsng7155	480	2
ERR3018572	Bgsng7173	480	2
ERR3018630	Bgsng7177	480	2
ERR3018683	Bgsng7178	480	4
ERR3018742	Bgsng7192	480	2
ERR3018797	Bgsng7202	480	2
ERR3018855	Bgsng7204	480	2
ERR3018937	Bgsng8031	480	2
ERR3018992	Bgsng8033	480	2
ERR3019039	Bgsng8048	480	3
ERR3019107	Bgsng8064	480	2
ERR3019164	Bgsng8119	480	2
ERR3019208	Bgsng8145	480	2
ERR3019289	Bgsng8161	480	2
ERR3019345	Bgsng8168	480	2
ERR3019403	Bgsng8169	480	2
ERR3019461	Bgsng8178	480	2
ERR3019514	Bgsng8224	480	2
ERR3019569	Bgsng8233	480	2
ERR3019625	Bgsng8234	480	2
ERR3019677	Bgsng8241	480	2
ERR3019730	Bgsng8245	480	2
ERR3019787	Bgsng8248	480	2
ERR3019838	Bgsng8260	480	2
ERR3019939	Bgsng8270	480	2
ERR3017706	Bgsng7018	510	2
ERR3017742	Bgsng7035	510	4
ERR3017793	Bgsng7052	510	4
ERR3017848	Bgsng7063	510	2
ERR3017949	Bgsng7082	510	2
ERR3017989	Bgsng7090	510	2
ERR3018040	Bgsng7096	510	2
ERR3018147	Bgsng7114	510	2
ERR3018202	Bgsng7115	510	2
ERR3018253	Bgsng7128	510	2
ERR3018309	Bgsng7131	510	2
ERR3018365	Bgsng7142	510	4
ERR3018418	Bgsng7149	510	2
ERR3018472	Bgsng7150	510	2
ERR3018515	Bgsng7155	510	2
ERR3018573	Bgsng7173	510	4
ERR3018631	Bgsng7177	510	2
ERR3018684	Bgsng7178	510	2
ERR3018743	Bgsng7192	510	2
ERR3018798	Bgsng7202	510	2
ERR3018856	Bgsng7204	510	2
ERR3018938	Bgsng8031	510	2
ERR3019040	Bgsng8048	510	2
ERR3019108	Bgsng8064	510	2
ERR3019209	Bgsng8145	510	2
ERR3019290	Bgsng8161	510	2
ERR3019346	Bgsng8168	510	2
ERR3019404	Bgsng8169	510	2
ERR3019462	Bgsng8178	510	2
ERR3019515	Bgsng8224	510	2
ERR3019570	Bgsng8233	510	2
ERR3019626	Bgsng8234	510	2
ERR3019731	Bgsng8245	510	2
ERR3019788	Bgsng8248	510	2
ERR3019839	Bgsng8260	510	2
ERR3019940	Bgsng8270	510	2
ERR3017707	Bgsng7018	540	2
ERR3017794	Bgsng7052	540	2
ERR3017849	Bgsng7063	540	2
ERR3017900	Bgsng7071	540	2
ERR3017950	Bgsng7082	540	2
ERR3017990	Bgsng7090	540	2
ERR3018093	Bgsng7106	540	2
ERR3018148	Bgsng7114	540	3
ERR3018203	Bgsng7115	540	2
ERR3018254	Bgsng7128	540	4
ERR3018310	Bgsng7131	540	4
ERR3018366	Bgsng7142	540	4
ERR3018419	Bgsng7149	540	2
ERR3018473	Bgsng7150	540	2
ERR3018516	Bgsng7155	540	4
ERR3018574	Bgsng7173	540	4
ERR3018632	Bgsng7177	540	2
ERR3018685	Bgsng7178	540	2
ERR3018744	Bgsng7192	540	3
ERR3018799	Bgsng7202	540	2
ERR3018857	Bgsng7204	540	4
ERR3018939	Bgsng8031	540	2
ERR3019041	Bgsng8048	540	2
ERR3019109	Bgsng8064	540	2
ERR3019165	Bgsng8119	540	2
ERR3019210	Bgsng8145	540	2
ERR3019291	Bgsng8161	540	2
ERR3019347	Bgsng8168	540	2
ERR3019405	Bgsng8169	540	2
ERR3019463	Bgsng8178	540	2
ERR3019516	Bgsng8224	540	2
ERR3019678	Bgsng8241	540	2
ERR3019732	Bgsng8245	540	2
ERR3019789	Bgsng8248	540	2
ERR3019941	Bgsng8270	540	2
ERR3017708	Bgsng7018	570	2
ERR3017743	Bgsng7035	570	2
ERR3017795	Bgsng7052	570	2
ERR3017850	Bgsng7063	570	2
ERR3017901	Bgsng7071	570	2
ERR3017951	Bgsng7082	570	2
ERR3017991	Bgsng7090	570	2
ERR3018041	Bgsng7096	570	2
ERR3018094	Bgsng7106	570	2
ERR3018255	Bgsng7128	570	2
ERR3018420	Bgsng7149	570	4
ERR3018474	Bgsng7150	570	2
ERR3018517	Bgsng7155	570	2
ERR3018575	Bgsng7173	570	2
ERR3018633	Bgsng7177	570	2
ERR3018686	Bgsng7178	570	2
ERR3018745	Bgsng7192	570	2
ERR3018858	Bgsng7204	570	2
ERR3018940	Bgsng8031	570	2
ERR3018993	Bgsng8033	570	2
ERR3019042	Bgsng8048	570	2
ERR3019110	Bgsng8064	570	2
ERR3019211	Bgsng8145	570	2
ERR3019348	Bgsng8168	570	2
ERR3019406	Bgsng8169	570	2
ERR3019464	Bgsng8178	570	2
ERR3019571	Bgsng8233	570	2
ERR3019627	Bgsng8234	570	2
ERR3019733	Bgsng8245	570	2
ERR3019840	Bgsng8260	570	2
ERR3019942	Bgsng8270	570	2
ERR3017710	Bgsng7018	600	2
ERR3017745	Bgsng7035	600	4
ERR3017797	Bgsng7052	600	2
ERR3017852	Bgsng7063	600	2
ERR3017903	Bgsng7071	600	2
ERR3017953	Bgsng7082	600	2
ERR3017993	Bgsng7090	600	2
ERR3018043	Bgsng7096	600	2
ERR3018096	Bgsng7106	600	4
ERR3018150	Bgsng7114	600	2
ERR3018205	Bgsng7115	600	3
ERR3018257	Bgsng7128	600	2
ERR3018368	Bgsng7142	600	2
ERR3018476	Bgsng7150	600	4
ERR3018519	Bgsng7155	600	2
ERR3018577	Bgsng7173	600	2
ERR3018635	Bgsng7177	600	4
ERR3018688	Bgsng7178	600	2
ERR3018747	Bgsng7192	600	2
ERR3018801	Bgsng7202	600	2
ERR3018860	Bgsng7204	600	2
ERR3018942	Bgsng8031	600	2
ERR3018995	Bgsng8033	600	2
ERR3019044	Bgsng8048	600	2
ERR3019112	Bgsng8064	600	2
ERR3019166	Bgsng8119	600	2
ERR3019213	Bgsng8145	600	2
ERR3019293	Bgsng8161	600	2
ERR3019350	Bgsng8168	600	2
ERR3019408	Bgsng8169	600	2
ERR3019466	Bgsng8178	600	2
ERR3019518	Bgsng8224	600	2
ERR3019572	Bgsng8233	600	2
ERR3019629	Bgsng8234	600	2
ERR3019680	Bgsng8241	600	2
ERR3019735	Bgsng8245	600	2
ERR3019791	Bgsng8248	600	2
ERR3019842	Bgsng8260	600	2
ERR3019944	Bgsng8270	600	2
ERR3017746	Bgsng7035	630	2
ERR3017853	Bgsng7063	630	4
ERR3018044	Bgsng7096	630	2
ERR3018097	Bgsng7106	630	4
ERR3018258	Bgsng7128	630	2
ERR3018314	Bgsng7131	630	2
ERR3018369	Bgsng7142	630	2
ERR3018422	Bgsng7149	630	2
ERR3018477	Bgsng7150	630	2
ERR3018520	Bgsng7155	630	2
ERR3018578	Bgsng7173	630	2
ERR3018636	Bgsng7177	630	2
ERR3018689	Bgsng7178	630	2
ERR3018748	Bgsng7192	630	2
ERR3018802	Bgsng7202	630	3
ERR3018861	Bgsng7204	630	2
ERR3018943	Bgsng8031	630	2
ERR3019045	Bgsng8048	630	2
ERR3019113	Bgsng8064	630	2
ERR3019167	Bgsng8119	630	2
ERR3019214	Bgsng8145	630	2
ERR3019294	Bgsng8161	630	2
ERR3019351	Bgsng8168	630	2
ERR3019409	Bgsng8169	630	2
ERR3019519	Bgsng8224	630	2
ERR3019573	Bgsng8233	630	2
ERR3019630	Bgsng8234	630	2
ERR3019681	Bgsng8241	630	3
ERR3019736	Bgsng8245	630	2
ERR3019843	Bgsng8260	630	2
ERR3019945	Bgsng8270	630	2
ERR3017747	Bgsng7035	660	2
ERR3017854	Bgsng7063	660	2
ERR3017904	Bgsng7071	660	2
ERR3017994	Bgsng7090	660	4
ERR3018045	Bgsng7096	660	2
ERR3018098	Bgsng7106	660	2
ERR3018151	Bgsng7114	660	2
ERR3018259	Bgsng7128	660	2
ERR3018315	Bgsng7131	660	3
ERR3018370	Bgsng7142	660	2
ERR3018521	Bgsng7155	660	4
ERR3018579	Bgsng7173	660	2
ERR3018637	Bgsng7177	660	2
ERR3018690	Bgsng7178	660	2
ERR3018749	Bgsng7192	660	2
ERR3018803	Bgsng7202	660	2
ERR3018862	Bgsng7204	660	2
ERR3018944	Bgsng8031	660	2
ERR3018997	Bgsng8033	660	2
ERR3019046	Bgsng8048	660	2
ERR3019114	Bgsng8064	660	2
ERR3019215	Bgsng8145	660	2
ERR3019295	Bgsng8161	660	2
ERR3019352	Bgsng8168	660	2
ERR3019410	Bgsng8169	660	2
ERR3019467	Bgsng8178	660	2
ERR3019520	Bgsng8224	660	2
ERR3019574	Bgsng8233	660	2
ERR3019631	Bgsng8234	660	2
ERR3019682	Bgsng8241	660	2
ERR3019792	Bgsng8248	660	2
ERR3019844	Bgsng8260	660	2
ERR3019946	Bgsng8270	660	2
ERR3017748	Bgsng7035	690	2
ERR3017905	Bgsng7071	690	4
ERR3017995	Bgsng7090	690	2
ERR3018046	Bgsng7096	690	2
ERR3018099	Bgsng7106	690	4
ERR3018206	Bgsng7115	690	2
ERR3018260	Bgsng7128	690	2
ERR3018371	Bgsng7142	690	4
ERR3018423	Bgsng7149	690	2
ERR3018522	Bgsng7155	690	2
ERR3018580	Bgsng7173	690	2
ERR3018638	Bgsng7177	690	2
ERR3018691	Bgsng7178	690	2
ERR3018750	Bgsng7192	690	4
ERR3018804	Bgsng7202	690	2
ERR3018863	Bgsng7204	690	4
ERR3018945	Bgsng8031	690	2
ERR3018998	Bgsng8033	690	2
ERR3019115	Bgsng8064	690	2
ERR3019168	Bgsng8119	690	2
ERR3019296	Bgsng8161	690	2
ERR3019353	Bgsng8168	690	2
ERR3019411	Bgsng8169	690	2
ERR3019468	Bgsng8178	690	2
ERR3019521	Bgsng8224	690	2
ERR3019575	Bgsng8233	690	2
ERR3019632	Bgsng8234	690	2
ERR3019683	Bgsng8241	690	2
ERR3019793	Bgsng8248	690	2
ERR3019845	Bgsng8260	690	2
ERR3019947	Bgsng8270	690	2
ERR3017711	Bgsng7018	720	4
ERR3017749	Bgsng7035	720	2
ERR3017798	Bgsng7052	720	2
ERR3017855	Bgsng7063	720	2
ERR3017906	Bgsng7071	720	2
ERR3017954	Bgsng7082	720	2
ERR3017996	Bgsng7090	720	2
ERR3018047	Bgsng7096	720	2
ERR3018100	Bgsng7106	720	4
ERR3018152	Bgsng7114	720	2
ERR3018207	Bgsng7115	720	2
ERR3018261	Bgsng7128	720	2
ERR3018317	Bgsng7131	720	3
ERR3018372	Bgsng7142	720	4
ERR3018424	Bgsng7149	720	2
ERR3018478	Bgsng7150	720	4
ERR3018523	Bgsng7155	720	2
ERR3018581	Bgsng7173	720	2
ERR3018639	Bgsng7177	720	2
ERR3018692	Bgsng7178	720	2
ERR3018751	Bgsng7192	720	2
ERR3018805	Bgsng7202	720	2
ERR3018864	Bgsng7204	720	4
ERR3019116	Bgsng8064	720	2
ERR3019217	Bgsng8145	720	2
ERR3019297	Bgsng8161	720	2
ERR3019412	Bgsng8169	720	2
ERR3019469	Bgsng8178	720	2
ERR3019522	Bgsng8224	720	2
ERR3019633	Bgsng8234	720	2
ERR3019846	Bgsng8260	720	2
ERR3017712	Bgsng7018	750	2
ERR3020330	Bgsng7035	750	2
ERR3017799	Bgsng7052	750	2
ERR3020335	Bgsng7063	750	2
ERR3020338	Bgsng7071	750	2
ERR3017955	Bgsng7082	750	2
ERR3020343	Bgsng7090	750	2
ERR3018048	Bgsng7096	750	2
ERR3018101	Bgsng7106	750	2
ERR3018153	Bgsng7114	750	2
ERR3018208	Bgsng7115	750	2
ERR3018262	Bgsng7128	750	2
ERR3018318	Bgsng7131	750	2
ERR3018373	Bgsng7142	750	2
ERR3018425	Bgsng7149	750	2
ERR3018479	Bgsng7150	750	2
ERR3018524	Bgsng7155	750	2
ERR3018582	Bgsng7173	750	2
ERR3018640	Bgsng7177	750	2
ERR3018693	Bgsng7178	750	2
ERR3018752	Bgsng7192	750	2
ERR3018806	Bgsng7202	750	2
ERR3018865	Bgsng7204	750	2
ERR3018947	Bgsng8031	750	2
ERR3019117	Bgsng8064	750	2
ERR3019218	Bgsng8145	750	2
ERR3019298	Bgsng8161	750	2
ERR3019354	Bgsng8168	750	2
ERR3019413	Bgsng8169	750	2
ERR3019523	Bgsng8224	750	2
ERR3019577	Bgsng8233	750	2
ERR3019684	Bgsng8241	750	2
ERR3019737	Bgsng8245	750	2
ERR3019794	Bgsng8248	750	2
ERR3019847	Bgsng8260	750	2
ERR3019948	Bgsng8270	750	2
ERR3020327	Bgsng7018	780	2
ERR3020331	Bgsng7035	780	2
ERR3017800	Bgsng7052	780	2
ERR3017856	Bgsng7063	780	2
ERR3017907	Bgsng7071	780	2
ERR3017956	Bgsng7082	780	2
ERR3017997	Bgsng7090	780	2
ERR3018049	Bgsng7096	780	2
ERR3018102	Bgsng7106	780	2
ERR3018154	Bgsng7114	780	2
ERR3018209	Bgsng7115	780	2
ERR3018263	Bgsng7128	780	2
ERR3018319	Bgsng7131	780	2
ERR3018374	Bgsng7142	780	2
ERR3018426	Bgsng7149	780	2
ERR3018480	Bgsng7150	780	2
ERR3018525	Bgsng7155	780	2
ERR3018583	Bgsng7173	780	2
ERR3020373	Bgsng7177	780	2
ERR3018694	Bgsng7178	780	2
ERR3018753	Bgsng7192	780	2
ERR3018807	Bgsng7202	780	2
ERR3018866	Bgsng7204	780	2
ERR3018948	Bgsng8031	780	2
ERR3019118	Bgsng8064	780	2
ERR3019219	Bgsng8145	780	2
ERR3019299	Bgsng8161	780	2
ERR3019355	Bgsng8168	780	2
ERR3019414	Bgsng8169	780	2
ERR3019578	Bgsng8233	780	2
ERR3019634	Bgsng8234	780	2
ERR3019685	Bgsng8241	780	2
ERR3019738	Bgsng8245	780	2
ERR3019795	Bgsng8248	780	2
ERR3019848	Bgsng8260	780	2
ERR3019949	Bgsng8270	780	2
ERR3017713	Bgsng7018	810	2
ERR3017750	Bgsng7035	810	2
ERR3017801	Bgsng7052	810	2
ERR3020336	Bgsng7063	810	2
ERR3017908	Bgsng7071	810	2
ERR3017957	Bgsng7082	810	2
ERR3017998	Bgsng7090	810	2
ERR3020349	Bgsng7096	810	2
ERR3018103	Bgsng7106	810	2
ERR3018155	Bgsng7114	810	2
ERR3018210	Bgsng7115	810	2
ERR3018264	Bgsng7128	810	2
ERR3018320	Bgsng7131	810	2
ERR3018375	Bgsng7142	810	2
ERR3018427	Bgsng7149	810	2
ERR3018481	Bgsng7150	810	2
ERR3018526	Bgsng7155	810	2
ERR3018584	Bgsng7173	810	2
ERR3018641	Bgsng7177	810	2
ERR3018695	Bgsng7178	810	2
