SampleID	SubjectID	GDColl	type
SRR8115864	E016426	348	2
SRR8116035	E019092	348	3
SRR8119613	E020924	348	3
SRR8116552	E016063	349	1
SRR8118918	E016924	351	3
SRR8116612	E018268	352	3
SRR8116391	E024907	352	2
SRR8116096	E003188	354	3
SRR8117242	E003188	354	3
SRR8119780	E017824	354	3
SRR8116091	E003251	355	3
SRR8117071	E003251	355	3
SRR8120325	E028794	355	3
SRR8119427	E010629	356	3
SRR8119560	E021406	356	1
SRR8115907	E023445	356	1
SRR8115442	E001958	358	3
SRR8117169	E001958	358	3
SRR8115900	E007944	358	3
SRR8117180	E007944	358	3
SRR8115665	E008241	358	3
SRR8117082	E008241	358	3
SRR8115642	E032966	358	3
SRR8116070	E035134	358	3
SRR8116048	E016273	359	3
SRR8116288	E020570	360	3
SRR8116430	E012115	361	3
SRR8115921	E014403	362	3
SRR8116350	E020924	362	3
SRR8119688	E006646	363	3
SRR8120025	E025912	363	1
SRR8116432	E011878	364	3
SRR8115922	E014086	364	3
SRR8118973	E010682	365	3
SRR8119059	E013487	365	1
SRR8118869	E017833	365	3
SRR8118500	E001463	366	3
SRR8115912	E004709	366	3
SRR8117138	E004709	366	3
SRR8116588	E005786	366	3
SRR8117210	E005786	366	3
SRR8116582	E006091	366	3
SRR8117130	E006091	366	3
SRR8116591	E006574	366	3
SRR8117168	E006574	366	3
SRR8116363	E010481	366	3
SRR8117118	E010481	366	3
SRR8116337	E003953	367	3
SRR8117091	E003953	367	3
SRR8118880	E006673	367	3
SRR8118804	E011279	367	3
SRR8116421	E012854	367	3
SRR8115891	E006493	369	3
SRR8117128	E006493	369	3
SRR8115889	E006547	369	3
SRR8117235	E006547	369	3
SRR8118848	E010581	369	3
SRR8116317	E026079	369	3
SRR8116474	E018286	370	3
SRR8120648	E022137	370	3
SRR8115680	E004628	371	3
SRR8117113	E004628	371	3
SRR8120917	E029817	371	3
SRR8116566	E006781	372	3
SRR8117152	E006781	372	3
SRR8115796	E017497	373	3
SRR8115825	E021032	374	3
SRR8118600	E003872	375	4
SRR8119641	E018113	378	3
SRR8116044	E019092	378	3
SRR8116482	E016924	379	3
SRR8115780	E022497	379	3
SRR8115450	E000823	381	3
SRR8117173	E000823	381	3
SRR8120016	E025671	381	3
SRR8120313	E026325	381	3
SRR8119676	E014086	382	3
SRR8118928	E017751	382	3
SRR8115778	E020808	382	3
SRR8118994	E018268	383	3
SRR8118596	E001958	384	3
SRR8116170	E004898	384	3
SRR8117247	E004898	384	3
SRR8116314	E029310	384	3
SRR8118551	E003188	385	3
SRR8115743	E010937	385	3
SRR8117145	E010937	385	3
SRR8120640	E024240	385	3
SRR8119140	E008357	386	3
SRR8120636	E024646	386	3
SRR8120705	E032966	386	3
SRR8120100	E035134	388	3
SRR8119742	E004709	389	3
SRR8119337	E007944	389	3
SRR8119223	E010581	389	3
SRR8116108	E010629	389	3
SRR8117101	E010629	389	3
SRR8115802	E017049	390	3
SRR8116213	E018421	391	3
SRR8119513	E020924	391	3
SRR8120218	E021940	391	3
SRR8119232	E013487	392	4
SRR8118943	E016063	392	3
SRR8115788	E019160	392	3
SRR8115924	E013505	393	3
SRR8119319	E020570	393	3
SRR8120775	E023445	393	3
SRR8120847	E024907	395	3
SRR8118501	E001463	396	3
SRR8116380	E002473	396	3
SRR8117193	E002473	396	3
SRR8119469	E012678	396	3
SRR8115792	E017715	396	3
SRR8116280	E023705	396	3
SRR8116315	E029796	396	4
SRR8116309	E030828	396	3
SRR8116243	E034885	396	3
SRR8119586	E005786	397	3
SRR8119155	E010590	397	3
SRR8118803	E011279	397	3
SRR8116451	E022137	397	3
SRR8118562	E001958	398	3
SRR8119126	E006091	398	3
SRR8116080	E021822	398	3
SRR8120329	E028794	398	3
SRR8115648	E031941	398	4
SRR8119240	E006574	399	3
SRR8116214	E018286	399	3
SRR8118490	E003953	400	3
SRR8115866	E016444	400	4
SRR8119336	E018113	400	3
SRR8115790	E019187	401	3
SRR8115785	E022960	401	3
SRR8120503	E029817	401	3
SRR8119704	E011878	402	3
SRR8115703	E013094	402	3
SRR8115697	E020781	402	2
SRR8119143	E010682	403	3
SRR8119590	E017497	403	3
SRR8118872	E017833	403	3
SRR8116036	E018574	403	3
SRR8115748	E011183	404	3
SRR8120294	E022497	404	3
SRR8118879	E006673	405	3
SRR8116536	E019349	405	3
SRR8120893	E022083	405	3
SRR8119362	E017751	406	3
SRR8119278	E021406	406	4
SRR8116604	E025921	406	3
SRR8120957	E026079	406	3
SRR8118969	E006781	407	3
SRR8118801	E006871	408	3
SRR8116625	E023681	409	3
SRR8118820	E014403	410	3
SRR8116276	E023535	410	3
SRR8120314	E026325	411	3
SRR8119008	E006547	412	3
SRR8119166	E014086	412	3
SRR8118569	E004628	413	4
SRR8119288	E016924	413	3
SRR8119318	E004898	415	3
SRR8119518	E006493	415	3
SRR8119058	E010937	416	3
SRR8119689	E006646	417	3
SRR8119380	E007944	417	3
SRR8120188	E023445	417	3
SRR8120842	E032966	417	3
SRR8118591	E004709	418	3
SRR8119451	E010481	420	3
SRR8119061	E013487	420	4
SRR8120418	E023839	421	3
SRR8120031	E033036	421	3
SRR8119094	E006781	423	3
SRR8119563	E016426	423	3
SRR8120647	E022137	423	3
SRR8118644	E003953	424	3
SRR8119250	E016063	424	3
SRR8119279	E021406	424	3
SRR8116053	E030933	424	3
SRR8119217	E010581	425	3
SRR8119557	E021235	425	3
SRR8120504	E029817	425	3
SRR8118532	E000823	426	3
SRR8118482	E003061	426	3
SRR8119112	E006091	426	3
SRR8119356	E016273	426	3
SRR8118478	E001463	427	3
SRR8118810	E011279	428	3
SRR8118828	E018286	428	3
SRR8119269	E020570	428	3
SRR8119237	E019763	429	3
SRR8120012	E025912	429	3
SRR8116142	E006574	430	3
SRR8117166	E006574	430	3
SRR8120515	E035134	430	3
SRR8116478	E016870	431	3
SRR8116562	E006673	432	3
SRR8117156	E006673	432	3
SRR8115695	E013505	432	3
SRR8119211	E019092	432	3
SRR8120968	E028794	432	3
SRR8118563	E001958	433	3
SRR8119664	E013094	433	3
SRR8116619	E018113	434	3
SRR8118907	E005786	435	3
SRR8119007	E006547	435	3
SRR8119500	E014403	436	3
SRR8119305	E017751	436	3
SRR8119757	E006493	437	3
SRR8119076	E017497	437	3
SRR8118577	E003188	438	3
SRR8120459	E021822	439	3
SRR8120024	E022497	439	3
SRR8118978	E012854	440	3
SRR8120440	E033156	440	4
SRR8115827	E021032	442	3
SRR8118552	E004016	443	4
SRR8119497	E014086	443	3
SRR8119556	E021235	443	3
SRR8120304	E026325	443	3
SRR8118851	E010581	446	3
SRR8119531	E019763	446	3
SRR8119626	E010937	448	3
SRR8119770	E016426	448	3
SRR8120433	E023445	448	3
SRR8120848	E032966	449	4
SRR8118571	E004628	450	4
SRR8119657	E007944	450	3
SRR8120512	E035134	450	3
SRR8119690	E006646	451	3
SRR8119280	E021406	452	3
SRR8118516	E003188	453	3
SRR8119385	E010682	453	4
SRR8119147	E020570	453	3
SRR8119745	E004709	454	3
SRR8119630	E016273	454	3
SRR8119752	E005786	455	3
SRR8120221	E021940	455	3
SRR8119234	E016063	456	3
SRR8115449	E001463	457	3
SRR8117174	E001463	457	3
SRR8119125	E006091	457	3
SRR8118871	E017833	457	3
SRR8118647	E003061	458	3
SRR8119268	E018286	461	3
SRR8118822	E014403	462	3
SRR8118993	E010481	463	3
SRR8118809	E011279	463	4
SRR8119241	E006574	464	3
SRR8119098	E006781	464	3
SRR8119473	E012854	464	3
SRR8120326	E028794	464	3
SRR8119335	E018113	465	3
SRR8115722	E006547	466	3
SRR8117125	E006547	466	3
SRR8118876	E006673	466	3
SRR8119595	E017497	467	3
SRR8119482	E019092	467	3
SRR8119404	E013094	468	3
SRR8118640	E003953	469	3
SRR8118845	E006493	469	3
SRR8119204	E011878	470	3
SRR8120652	E022137	470	3
SRR8118651	E001958	471	3
SRR8115829	E021032	472	3
SRR8120945	E022497	473	3
SRR8120505	E035134	473	3
SRR8116097	E003251	474	3
SRR8117239	E003251	474	3
SRR8119713	E012115	474	3
SRR8119675	E014086	474	3
SRR8119302	E017751	474	3
SRR8116383	E025671	474	3
SRR8119734	E018268	475	4
SRR8116024	E023535	475	3
SRR8120641	E024240	475	3
SRR8116376	E033036	475	3
SRR8119295	E016870	476	3
SRR8118910	E016924	476	3
SRR8119536	E019763	477	3
SRR8119509	E020924	477	3
SRR8120317	E026325	477	3
SRR8120838	E032966	477	3
SRR8116489	E034324	477	2
SRR8118529	E000823	478	3
SRR8118632	E003188	478	3
SRR8119691	E006646	479	3
SRR8119384	E007944	479	3
SRR8116347	E020808	479	3
SRR8120599	E023445	479	3
SRR8118832	E021235	480	3
SRR8119002	E006547	481	3
SRR8115739	E012678	481	3
SRR8116548	E017049	481	3
SRR8119483	E020570	481	3
SRR8119411	E020682	481	3
SRR8120457	E021822	481	3
SRR8119107	E006091	482	3
SRR8118997	E010481	482	3
SRR8119386	E010682	482	4
SRR8116208	E018421	482	3
SRR8115794	E019160	482	3
SRR8119781	E017824	485	3
SRR8120924	E030828	485	3
SRR8118878	E006673	486	3
SRR8120734	E029310	486	3
SRR8118638	E001463	487	3
SRR8119739	E006574	487	3
SRR8116038	E018574	487	3
SRR8120413	E023705	487	3
SRR8116318	E026343	487	3
SRR8119361	E016273	488	3
SRR8118874	E017833	488	3
SRR8115774	E022960	488	3
SRR8116060	E030933	488	2
SRR8118548	E003061	489	3
SRR8119012	E009020	489	3
SRR8116177	E012124	489	3
SRR8119562	E016426	489	3
SRR8116541	E019187	489	2
SRR8118931	E004898	490	3
SRR8119399	E016063	490	4
SRR8119567	E016444	491	4
SRR8119480	E019092	491	3
SRR8120970	E028794	491	3
SRR8120934	E034885	491	3
SRR8120546	E032745	492	4
SRR8116305	E002338	493	3
SRR8117196	E002338	493	3
SRR8118821	E014403	493	3
SRR8116605	E025921	493	3
SRR8118599	E003872	494	4
SRR8119474	E012854	494	3
SRR8119275	E018286	494	3
SRR8120651	E022137	494	3
SRR8119016	E008643	495	3
SRR8119258	E018113	495	3
SRR8120874	E023681	495	3
SRR8115744	E011183	496	3
SRR8117146	E011183	496	3
SRR8116535	E019349	496	3
SRR8118654	E002473	497	3
SRR8118658	E004628	497	3
SRR8119158	E010590	497	3
SRR8119323	E017497	497	3
SRR8118954	E020924	497	3
SRR8120931	E031941	497	3
SRR8118474	E003953	498	3
SRR8116164	E017715	498	3
SRR8120982	E026079	498	3
SRR8120492	E029817	498	3
SRR8119747	E004709	499	3
SRR8118553	E004016	500	4
SRR8119706	E011878	501	3
SRR8120423	E022497	501	3
SRR8118579	E003188	502	3
SRR8119001	E006547	502	3
SRR8115962	E017751	502	3
SRR8115690	E020781	502	3
SRR8119161	E014086	504	3
SRR8116468	E018268	504	3
SRR8116328	E007303	506	3
SRR8117206	E007303	506	3
SRR8120896	E021940	506	3
SRR8116463	E022083	507	3
SRR8119405	E019763	508	3
SRR8119550	E021235	508	3
SRR8119378	E007944	509	3
SRR8115673	E010937	509	3
SRR8117260	E010937	509	3
SRR8119066	E013505	509	3
SRR8119517	E006493	510	3
SRR8120774	E023445	510	3
SRR8120582	E032966	510	3
SRR8118509	E000823	511	3
SRR8118863	E020570	511	3
SRR8120966	E028794	511	3
SRR8120096	E035134	511	3
SRR8119340	E021032	512	3
SRR8119763	E006091	513	3
SRR8120499	E029796	513	4
SRR8119260	E008437	515	3
SRR8120960	E026079	516	3
SRR8119772	E016426	517	3
SRR8118502	E001463	518	3
SRR8119581	E005786	518	3
SRR8119681	E006646	518	3
SRR8116066	E007743	518	3
SRR8117186	E007743	518	3
SRR8119181	E010481	518	3
SRR8119120	E016273	518	3
SRR8116606	E025912	518	3
SRR8118496	E003953	520	3
SRR8118808	E011279	520	4
SRR8116139	E006574	521	3
SRR8117163	E006574	521	3
SRR8118909	E020924	521	3
SRR8120091	E029817	521	3
SRR8119717	E016063	522	3
SRR8118976	E012854	523	3
SRR8119403	E013094	523	3
SRR8119214	E019092	523	3
SRR8116283	E019793	523	2
SRR8119048	E018286	524	3
SRR8119273	E021406	524	3
SRR8116111	E010590	525	3
SRR8117100	E010590	525	3
SRR8118960	E015378	525	4
SRR8116388	E024646	525	3
SRR8120348	E021822	526	3
SRR8118849	E010581	527	3
SRR8119327	E017497	527	3
SRR8116622	E018113	527	3
SRR8120920	E022497	529	3
SRR8118550	E001958	530	3
SRR8118635	E003188	530	3
SRR8119699	E009676	530	3
SRR8118656	E002825	531	3
SRR8118624	E003872	532	4
SRR8119253	E011878	532	3
SRR8118823	E014403	532	3
SRR8119364	E006091	533	3
SRR8119101	E006781	533	3
SRR8119673	E013505	533	3
SRR8119339	E021032	533	3
SRR8119532	E019763	534	3
SRR8119558	E021235	534	3
SRR8118598	E000823	535	3
SRR8118952	E014086	535	3
SRR8119274	E021406	535	3
SRR8115733	E012678	536	3
SRR8116563	E006673	537	3
SRR8117157	E006673	537	3
SRR8120324	E028794	537	3
SRR8119316	E004898	538	3
SRR8120849	E032966	538	3
SRR8119220	E010581	540	3
SRR8119157	E010590	540	3
SRR8119627	E010937	540	3
SRR8119148	E020570	541	3
SRR8120511	E035134	541	3
SRR8118962	E007944	542	3
SRR8118873	E017833	542	3
SRR8120600	E023445	542	3
SRR8119349	E006646	543	3
SRR8119216	E016063	543	2
SRR8115965	E017751	544	3
SRR8119494	E014403	545	3
SRR8119634	E016273	545	3
SRR8120894	E021940	545	3
SRR8118483	E003061	546	3
SRR8119707	E011878	546	3
SRR8119296	E016870	546	3
SRR8120139	E022137	546	3
SRR8119350	E010481	547	3
SRR8119610	E016924	547	3
SRR8119207	E019092	547	3
SRR8116609	E025912	547	3
SRR8118545	E001958	548	3
SRR8118568	E004628	548	3
SRR8118975	E010682	548	4
SRR8120637	E024646	548	3
SRR8118625	E003872	549	4
SRR8118807	E011279	550	4
SRR8120561	E026343	550	3
SRR8118633	E004016	551	3
SRR8119391	E013094	551	3
SRR8120417	E023839	551	3
SRR8118475	E003953	552	3
SRR8119768	E016426	552	3
SRR8119315	E004898	553	3
SRR8118986	E012854	553	3
SRR8119476	E018286	554	3
SRR8119587	E005786	555	3
SRR8115750	E011459	556	3
SRR8120009	E026079	556	3
SRR8119171	E019349	557	3
SRR8116621	E018113	558	3
SRR8115706	E009676	559	3
SRR8117228	E009676	559	3
SRR8119598	E017497	559	3
SRR8120439	E033156	559	3
SRR8118949	E014086	561	3
SRR8116143	E006574	563	3
SRR8117167	E006574	563	3
SRR8115757	E020808	563	3
SRR8119342	E021032	563	3
SRR8118995	E021235	563	3
SRR8120018	E025671	563	3
SRR8120865	E022497	564	3
SRR8115712	E009667	565	3
SRR8117226	E009667	565	3
SRR8119179	E006646	566	4
SRR8119052	E018268	567	4
SRR8118584	E003393	568	3
SRR8119580	E004709	568	3
SRR8120088	E029817	568	3
SRR8116180	E012124	569	3
SRR8116186	E012393	569	3
SRR8116105	E014953	569	3
SRR8118505	E000823	570	3
SRR8119141	E008241	570	3
SRR8120614	E023445	570	3
SRR8120321	E028794	570	3
SRR8120508	E035134	570	3
SRR8116209	E018421	571	3
SRR8119654	E010937	573	3
SRR8119236	E012115	573	3
SRR8116357	E015991	573	4
SRR8120579	E032966	573	3
SRR8116540	E019187	575	3
SRR8118636	E003188	576	3
SRR8116115	E010590	576	3
SRR8117096	E010590	576	3
SRR8115656	E033036	576	4
SRR8118613	E001463	577	3
SRR8118547	E003061	577	3
SRR8119374	E007944	577	3
SRR8119000	E010481	577	3
SRR8116554	E016148	577	3
SRR8116061	E030828	577	3
SRR8120935	E034885	577	3
SRR8119038	E016063	578	3
SRR8115961	E017715	578	3
SRR8116025	E023535	578	3
SRR8120412	E023705	578	3
SRR8118814	E011279	579	4
SRR8120145	E022137	579	3
SRR8116313	E029310	579	3
SRR8119632	E016273	580	3
SRR8116187	E017049	580	3
SRR8116627	E023681	580	3
SRR8118507	E001958	581	3
SRR8119447	E006574	581	3
SRR8119510	E018286	581	3
SRR8118985	E014403	582	3
SRR8115908	E004781	583	3
SRR8117142	E004781	583	3
SRR8119753	E005786	583	3
SRR8116069	E007743	583	3
SRR8117185	E007743	583	3
SRR8118980	E012854	583	3
SRR8119672	E012971	583	3
SRR8115869	E016444	583	3
SRR8119479	E019092	583	3
SRR8119271	E020570	583	3
SRR8116607	E025921	583	3
SRR8116603	E026079	583	3
SRR8119104	E006091	584	3
SRR8116624	E018113	584	3
SRR8115789	E019160	584	3
SRR8120918	E029817	584	3
SRR8119615	E020924	585	3
SRR8120552	E032745	585	4
SRR8119091	E006781	586	3
SRR8119576	E017751	586	3
SRR8119009	E008643	587	3
SRR8116325	E007303	588	3
SRR8117199	E007303	588	3
SRR8116037	E018574	588	3
SRR8119334	E017497	589	3
SRR8115696	E020781	589	3
SRR8116512	E024240	589	3
SRR8119431	E013505	590	3
SRR8115663	E007980	591	4
SRR8117188	E007980	591	4
SRR8119013	E008437	591	3
SRR8119608	E011183	591	3
SRR8118945	E014086	591	3
SRR8119298	E015208	591	3
SRR8120926	E031941	591	3
SRR8120315	E026325	592	3
SRR8119407	E004709	593	3
SRR8119134	E010682	593	4
SRR8120856	E022497	593	3
SRR8118570	E004628	595	3
SRR8120500	E029796	595	4
SRR8119160	E010590	596	3
SRR8119663	E013094	596	3
SRR8119534	E019763	596	3
SRR8118853	E010581	597	3
SRR8119489	E013394	598	3
SRR8119551	E021032	599	3
SRR8119653	E010937	600	3
SRR8119724	E020570	600	3
SRR8115888	E006547	601	3
SRR8117126	E006547	601	3
SRR8119377	E007944	601	3
SRR8120611	E023445	601	3
SRR8120671	E032966	601	3
SRR8119348	E006646	602	4
SRR8120195	E022852	603	3
SRR8118875	E006781	604	3
SRR8118816	E011878	604	3
SRR8120208	E035134	604	3
SRR8119313	E004898	605	3
SRR8119398	E016063	605	2
SRR8119414	E020682	605	3
SRR8116613	E018268	606	3
SRR8118827	E018286	607	3
SRR8120453	E021822	607	3
SRR8118497	E001463	608	3
SRR8118504	E000823	609	3
SRR8118512	E003188	609	3
SRR8115847	E005804	609	2
SRR8117214	E005804	609	2
SRR8119638	E016273	609	3
SRR8120741	E028794	609	3
SRR8119110	E006091	610	3
SRR8118813	E011279	610	4
SRR8118472	E003953	611	3
SRR8119062	E019793	611	3
SRR8118622	E003872	612	4
SRR8118877	E006673	612	3
SRR8119188	E010481	612	3
SRR8119790	E020924	612	3
SRR8115783	E022137	612	3
SRR8119208	E019092	613	3
SRR8116466	E022083	613	3
SRR8115854	E002681	614	3
SRR8117217	E002681	614	3
SRR8118991	E014403	615	3
SRR8119303	E017751	616	3
SRR8118908	E005786	617	3
SRR8116136	E006574	617	3
SRR8117164	E006574	617	3
SRR8119438	E013505	617	3
SRR8119255	E018113	619	3
SRR8119767	E016426	621	3
SRR8119017	E021235	621	3
SRR8118944	E014086	622	3
SRR8119345	E021032	622	3
SRR8120712	E022497	622	3
SRR8119514	E006493	623	3
SRR8118487	E003953	624	3
SRR8119004	E006547	624	3
SRR8116110	E010590	626	3
SRR8117103	E010590	626	3
SRR8119783	E010682	627	4
SRR8119661	E013094	627	3
SRR8119716	E010481	628	3
SRR8115658	E010937	630	3
SRR8117259	E010937	630	3
SRR8118895	E011878	630	3
SRR8118572	E004628	631	3
SRR8119625	E019763	632	3
SRR8120196	E035134	632	3
SRR8118964	E006646	633	4
SRR8119750	E020570	633	3
SRR8119746	E004709	634	3
SRR8119003	E006547	634	3
SRR8118916	E010581	635	3
SRR8116120	E016063	635	3
SRR8120222	E021940	636	3
SRR8115446	E001463	638	3
SRR8117177	E001463	638	3
SRR8119643	E007944	638	3
SRR8118971	E006781	639	3
SRR8120670	E032966	639	3
SRR8119583	E005786	640	3
SRR8119272	E018286	641	3
SRR8119549	E021235	641	3
SRR8118479	E003188	642	3
SRR8119129	E006091	642	3
SRR8119212	E019092	642	3
SRR8118939	E004898	644	3
SRR8118884	E006673	644	3
SRR8119193	E011279	645	4
SRR8119300	E017751	645	3
SRR8119332	E018113	645	3
SRR8118623	E003872	646	3
SRR8119478	E012854	647	3
SRR8119306	E014403	647	3
SRR8119596	E017497	647	3
SRR8118941	E020924	647	3
SRR8120567	E026343	647	3
SRR8119446	E006574	649	3
SRR8116327	E007303	649	3
SRR8117205	E007303	649	3
SRR8118950	E014086	650	3
SRR8119231	E013487	652	4
SRR8119341	E021032	652	3
SRR8120560	E026325	652	3
SRR8118659	E004080	654	3
SRR8118802	E006871	654	3
SRR8116465	E022083	654	2
SRR8120397	E022497	654	3
SRR8120936	E034885	654	3
SRR8118819	E014403	655	3
SRR8120151	E022137	656	3
SRR8119263	E019763	658	3
SRR8120216	E021940	658	3
SRR8116106	E014953	659	3
SRR8119159	E010590	660	3
SRR8119785	E010682	660	4
SRR8119199	E011878	660	3
SRR8120612	E023445	660	3
SRR8115654	E010937	661	3
SRR8117264	E010937	661	3
SRR8116185	E012393	661	3
SRR8119659	E013094	661	3
SRR8120889	E035134	661	3
SRR8119415	E004709	662	3
SRR8116375	E015378	662	3
SRR8120642	E024646	662	3
SRR8118999	E006547	663	3
SRR8116212	E018421	663	3
SRR8120744	E028794	663	3
SRR8116469	E017049	665	3
SRR8120460	E021822	665	3
SRR8120672	E032966	665	3
SRR8119492	E013394	666	3
SRR8118963	E006646	667	4
SRR8116553	E016148	667	3
SRR8116513	E024240	667	3
SRR8116308	E029796	667	4
SRR8118618	E001463	668	3
SRR8118485	E003188	668	3
SRR8116068	E007743	668	3
SRR8117211	E007743	668	3
SRR8119186	E010481	668	3
SRR8119225	E010581	668	3
SRR8116539	E019187	668	2
SRR8118992	E020682	668	3
SRR8120192	E022960	668	3
SRR8116059	E030933	668	3
SRR8118546	E003061	669	3
SRR8115669	E008437	669	3
SRR8117078	E008437	669	3
SRR8116355	E015991	669	4
SRR8119301	E017751	669	3
SRR8116062	E030828	669	3
SRR8118660	E004628	670	3
SRR8116435	E011459	670	3
SRR8116284	E019793	670	2
SRR8116608	E025912	670	3
SRR8120955	E026079	670	3
SRR8119083	E017715	671	3
SRR8118865	E017833	671	3
SRR8120411	E023705	671	3
SRR8120563	E026325	671	3
SRR8118883	E006673	672	3
SRR8118798	E006781	672	3
SRR8119512	E018286	672	3
SRR8116178	E012115	673	3
SRR8119671	E012971	673	3
SRR8119621	E020924	673	3
SRR8116312	E029310	673	3
SRR8118628	E003872	674	4
SRR8119194	E011279	674	4
SRR8119481	E019092	674	3
SRR8120983	E025921	674	3
SRR8115671	E008643	676	3
SRR8117076	E008643	676	3
SRR8115749	E011183	676	3
SRR8120876	E023681	676	3
SRR8118901	E005786	677	3
SRR8119324	E017497	677	3
SRR8119467	E012854	678	3
SRR8119429	E013505	679	3
SRR8116039	E018574	680	3
SRR8115647	E032745	680	4
SRR8118959	E015208	681	3
SRR8115713	E009667	682	3
SRR8117227	E009667	682	3
SRR8115824	E021235	682	3
SRR8116559	E006574	683	3
SRR8117158	E006574	683	3
SRR8120004	E022497	684	3
SRR8116165	E004781	685	2
SRR8117141	E004781	685	2
SRR8118947	E014086	685	3
SRR8118560	E004628	686	3
SRR8119106	E006091	686	3
SRR8119733	E018268	686	3
SRR8118919	E016924	687	3
SRR8115956	E018113	687	3
SRR8118597	E000823	689	3
SRR8119409	E004709	689	3
SRR8115772	E020808	689	3
SRR8119227	E019763	690	3
SRR8115657	E033036	690	4
SRR8115707	E009676	691	2
SRR8117229	E009676	691	2
SRR8120742	E028794	691	3
SRR8119645	E007944	692	3
SRR8115741	E010937	692	3
SRR8117263	E010937	692	3
SRR8115958	E017751	692	3
SRR8119092	E021032	692	3
SRR8120438	E033156	692	3
SRR8119248	E006547	693	3
SRR8119185	E010481	693	3
SRR8120872	E023445	693	3
SRR8120674	E032966	693	3
SRR8119523	E006493	694	3
SRR8116360	E016063	695	3
SRR8120207	E035134	695	3
SRR8119666	E013094	696	3
SRR8119766	E016426	697	3
SRR8120223	E021940	697	3
SRR8118578	E003188	698	3
SRR8119635	E016273	698	3
SRR8119209	E019092	699	3
SRR8116358	E016063	700	3
SRR8118609	E001463	701	3
SRR8118665	E004071	701	3
SRR8119584	E005786	701	3
SRR8119050	E018286	701	3
SRR8119445	E006574	702	3
SRR8118979	E012854	702	3
SRR8118864	E017833	702	3
SRR8118860	E020570	702	3
SRR8118966	E006646	703	4
SRR8119578	E004709	705	3
SRR8116564	E006673	705	3
SRR8117150	E006673	705	3
SRR8120157	E022137	705	3
SRR8119074	E017497	707	3
SRR8119559	E021406	707	3
SRR8118495	E003953	708	3
SRR8118637	E003872	709	4
SRR8116114	E010590	709	3
SRR8117099	E010590	709	3
SRR8119138	E008241	711	3
SRR8118948	E014086	711	3
SRR8119049	E018268	711	3
SRR8119511	E020924	711	3
SRR8120834	E024907	711	3
SRR8115677	E014403	713	3
SRR8119617	E020781	713	3
SRR8119331	E018113	714	3
SRR8120562	E026325	714	3
SRR8115881	E006091	716	3
SRR8117160	E006091	716	3
SRR8119538	E021032	717	3
SRR8116163	E019092	718	3
SRR8119276	E021406	718	3
SRR8116361	E010481	719	3
SRR8117120	E010481	719	3
SRR8116431	E011878	719	3
SRR8119650	E010937	721	3
SRR8115865	E016426	721	3
SRR8116291	E019763	721	3
SRR8116491	E021940	721	3
SRR8115786	E022497	721	3
SRR8119758	E006493	722	3
SRR8115959	E017751	722	3
SRR8116027	E023445	722	3
SRR8120965	E028794	722	3
SRR8119230	E013487	723	4
SRR8116169	E004898	724	3
SRR8117250	E004898	724	3
SRR8118965	E006646	724	4
SRR8115877	E010682	724	4
SRR8117257	E010682	724	4
SRR8115704	E013094	724	3
SRR8116287	E020570	724	3
SRR8115679	E035134	724	3
SRR8120090	E029817	726	3
SRR8115644	E032966	727	3
SRR8116589	E005786	728	3
SRR8117254	E005786	728	3
SRR8118619	E003061	729	3
SRR8118653	E002338	730	3
SRR8118634	E004016	730	3
SRR8120117	E022137	730	3
SRR8116390	E024907	730	3
SRR8116365	E010581	731	3
SRR8117124	E010581	731	3
SRR8116307	E001958	733	3
SRR8117170	E001958	733	3
SRR8119195	E011279	733	4
SRR8116424	E012854	733	3
SRR8115928	E013505	733	3
SRR8116558	E016273	733	3
SRR8115893	E006493	735	3
SRR8117265	E006493	735	3
SRR8116094	E003188	736	3
SRR8117215	E003188	736	3
SRR8116022	E006781	736	3
SRR8117153	E006781	736	3
SRR8115897	E007944	737	3
SRR8117179	E007944	737	3
SRR8116471	E018286	737	3
SRR8115828	E021032	737	3
SRR8118498	E001463	738	3
SRR8120565	E026325	738	3
SRR8115447	E000823	739	3
SRR8117172	E000823	739	3
SRR8115799	E017497	739	3
SRR8118998	E006547	742	2
SRR8118626	E003872	743	4
SRR8118937	E004898	743	3
SRR8116530	E020924	744	3
SRR8115917	E004628	746	3
SRR8117139	E004628	746	3
SRR8120863	E022497	746	3
SRR8119421	E010590	747	3
SRR8115920	E014086	747	3
SRR8116618	E018113	747	3
SRR8116470	E018268	747	3
SRR8116498	E021822	749	3
SRR8119761	E006493	750	3
SRR8118812	E011878	751	3
SRR8118990	E014403	751	3
SRR8115913	E004709	753	3
SRR8117135	E004709	753	3
SRR8120186	E023445	753	3
SRR8118538	E003188	754	3
SRR8119113	E006091	754	3
SRR8119612	E019763	754	3
SRR8119751	E020570	754	3
SRR8119376	E007944	757	3
SRR8119249	E006547	758	2
SRR8120925	E035134	758	3
SRR8116500	E021940	759	3
SRR8118510	E000823	760	3
SRR8119352	E016273	760	3
SRR8116602	E026079	760	3
SRR8119196	E011279	762	4
SRR8119213	E019092	764	3
SRR8118493	E003953	765	3
SRR8118663	E004016	765	3
SRR8119674	E013505	765	3
SRR8119472	E012854	766	3
SRR8119189	E011279	767	4
SRR8116359	E016063	767	3
SRR8115782	E022137	767	3
SRR8119073	E017497	768	3
SRR8120961	E028794	769	3
SRR8119529	E018286	770	3
